2025-04-10 20:36:22.966 [main] INFO  nju.jgd.wc.WordCountStreamDemo - Starting WordCountBatchDemo...
2025-04-10 20:36:26.055 [Keyed Aggregation -> Sink: Print to Std. Out (4/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Keyed Aggregation -> Sink: Print to Std. Out (4/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_3_0) switched from INITIALIZING to RUNNING.
2025-04-10 20:36:26.055 [Keyed Aggregation -> Sink: Print to Std. Out (8/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Keyed Aggregation -> Sink: Print to Std. Out (8/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_7_0) switched from INITIALIZING to RUNNING.
2025-04-10 20:36:26.057 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Keyed Aggregation -> Sink: Print to Std. Out (4/8) (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_3_0) switched from INITIALIZING to RUNNING.
2025-04-10 20:36:26.057 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Keyed Aggregation -> Sink: Print to Std. Out (8/8) (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_7_0) switched from INITIALIZING to RUNNING.
2025-04-10 20:36:26.058 [Keyed Aggregation -> Sink: Print to Std. Out (1/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Keyed Aggregation -> Sink: Print to Std. Out (1/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_0_0) switched from INITIALIZING to RUNNING.
2025-04-10 20:36:26.059 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Keyed Aggregation -> Sink: Print to Std. Out (1/8) (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_0_0) switched from INITIALIZING to RUNNING.
2025-04-10 20:36:26.152 [Legacy Source Thread - Source: Custom File Source (1/1)#0] INFO  org.apache.flink.streaming.api.functions.source.ContinuousFileMonitoringFunction - Forwarding split: [0] file:/C:/workplace/flink_demo/src/main/resources/data.txt mod@ 1744284476323 : 0 + 5
2025-04-10 20:36:26.153 [Legacy Source Thread - Source: Custom File Source (1/1)#0] INFO  org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializer - Kryo serializer scala extensions are not available.
2025-04-10 20:36:26.188 [Legacy Source Thread - Source: Custom File Source (1/1)#0] INFO  org.apache.flink.streaming.api.functions.source.ContinuousFileMonitoringFunction - Forwarding split: [1] file:/C:/workplace/flink_demo/src/main/resources/data.txt mod@ 1744284476323 : 5 + 5
2025-04-10 20:36:26.188 [Legacy Source Thread - Source: Custom File Source (1/1)#0] INFO  org.apache.flink.streaming.api.functions.source.ContinuousFileMonitoringFunction - Forwarding split: [2] file:/C:/workplace/flink_demo/src/main/resources/data.txt mod@ 1744284476323 : 10 + 5
2025-04-10 20:36:26.188 [Legacy Source Thread - Source: Custom File Source (1/1)#0] INFO  org.apache.flink.streaming.api.functions.source.ContinuousFileMonitoringFunction - Forwarding split: [3] file:/C:/workplace/flink_demo/src/main/resources/data.txt mod@ 1744284476323 : 15 + 5
2025-04-10 20:36:26.188 [Legacy Source Thread - Source: Custom File Source (1/1)#0] INFO  org.apache.flink.streaming.api.functions.source.ContinuousFileMonitoringFunction - Forwarding split: [4] file:/C:/workplace/flink_demo/src/main/resources/data.txt mod@ 1744284476323 : 20 + 5
2025-04-10 20:36:26.188 [Legacy Source Thread - Source: Custom File Source (1/1)#0] INFO  org.apache.flink.streaming.api.functions.source.ContinuousFileMonitoringFunction - Forwarding split: [5] file:/C:/workplace/flink_demo/src/main/resources/data.txt mod@ 1744284476323 : 25 + 5
2025-04-10 20:36:26.189 [Legacy Source Thread - Source: Custom File Source (1/1)#0] INFO  org.apache.flink.streaming.api.functions.source.ContinuousFileMonitoringFunction - Forwarding split: [6] file:/C:/workplace/flink_demo/src/main/resources/data.txt mod@ 1744284476323 : 30 + 5
2025-04-10 20:36:26.189 [Legacy Source Thread - Source: Custom File Source (1/1)#0] INFO  org.apache.flink.streaming.api.functions.source.ContinuousFileMonitoringFunction - Forwarding split: [7] file:/C:/workplace/flink_demo/src/main/resources/data.txt mod@ 1744284476323 : 35 + 1
2025-04-10 20:36:26.193 [Split Reader: Custom File Source -> Flat Map (3/8)#0] INFO  org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializer - Kryo serializer scala extensions are not available.
2025-04-10 20:36:26.193 [Split Reader: Custom File Source -> Flat Map (5/8)#0] INFO  org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializer - Kryo serializer scala extensions are not available.
2025-04-10 20:36:26.193 [Split Reader: Custom File Source -> Flat Map (7/8)#0] INFO  org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializer - Kryo serializer scala extensions are not available.
2025-04-10 20:36:26.193 [Split Reader: Custom File Source -> Flat Map (8/8)#0] INFO  org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializer - Kryo serializer scala extensions are not available.
2025-04-10 20:36:26.194 [Split Reader: Custom File Source -> Flat Map (1/8)#0] INFO  org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializer - Kryo serializer scala extensions are not available.
2025-04-10 20:36:26.194 [Split Reader: Custom File Source -> Flat Map (4/8)#0] INFO  org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializer - Kryo serializer scala extensions are not available.
2025-04-10 20:36:26.194 [Split Reader: Custom File Source -> Flat Map (6/8)#0] INFO  org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializer - Kryo serializer scala extensions are not available.
2025-04-10 20:36:26.194 [Split Reader: Custom File Source -> Flat Map (2/8)#0] INFO  org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializer - Kryo serializer scala extensions are not available.
2025-04-10 20:36:26.199 [Source: Custom File Source (1/1)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Source: Custom File Source (1/1)#0 (a44a079013eaa06d29eee2319ed9d070_bc764cd8ddf7a0cff126f51c16239658_0_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.199 [Source: Custom File Source (1/1)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Freeing task resources for Source: Custom File Source (1/1)#0 (a44a079013eaa06d29eee2319ed9d070_bc764cd8ddf7a0cff126f51c16239658_0_0).
2025-04-10 20:36:26.200 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Un-registering task and sending final execution state FINISHED to JobManager for task Source: Custom File Source (1/1)#0 a44a079013eaa06d29eee2319ed9d070_bc764cd8ddf7a0cff126f51c16239658_0_0.
2025-04-10 20:36:26.212 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Source: Custom File Source (1/1) (a44a079013eaa06d29eee2319ed9d070_bc764cd8ddf7a0cff126f51c16239658_0_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.227 [Split Reader: Custom File Source -> Flat Map (7/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Split Reader: Custom File Source -> Flat Map (7/8)#0 (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_6_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.227 [Split Reader: Custom File Source -> Flat Map (7/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Freeing task resources for Split Reader: Custom File Source -> Flat Map (7/8)#0 (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_6_0).
2025-04-10 20:36:26.228 [Split Reader: Custom File Source -> Flat Map (3/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Split Reader: Custom File Source -> Flat Map (3/8)#0 (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_2_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.228 [Split Reader: Custom File Source -> Flat Map (3/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Freeing task resources for Split Reader: Custom File Source -> Flat Map (3/8)#0 (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_2_0).
2025-04-10 20:36:26.229 [Split Reader: Custom File Source -> Flat Map (4/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Split Reader: Custom File Source -> Flat Map (4/8)#0 (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_3_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.229 [Split Reader: Custom File Source -> Flat Map (4/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Freeing task resources for Split Reader: Custom File Source -> Flat Map (4/8)#0 (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_3_0).
2025-04-10 20:36:26.231 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Un-registering task and sending final execution state FINISHED to JobManager for task Split Reader: Custom File Source -> Flat Map (3/8)#0 a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_2_0.
2025-04-10 20:36:26.231 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Un-registering task and sending final execution state FINISHED to JobManager for task Split Reader: Custom File Source -> Flat Map (7/8)#0 a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_6_0.
2025-04-10 20:36:26.232 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Split Reader: Custom File Source -> Flat Map (3/8) (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_2_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.232 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Un-registering task and sending final execution state FINISHED to JobManager for task Split Reader: Custom File Source -> Flat Map (4/8)#0 a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_3_0.
2025-04-10 20:36:26.232 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Split Reader: Custom File Source -> Flat Map (7/8) (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_6_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.233 [Split Reader: Custom File Source -> Flat Map (5/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Split Reader: Custom File Source -> Flat Map (5/8)#0 (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_4_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.233 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Split Reader: Custom File Source -> Flat Map (4/8) (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_3_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.233 [Split Reader: Custom File Source -> Flat Map (5/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Freeing task resources for Split Reader: Custom File Source -> Flat Map (5/8)#0 (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_4_0).
2025-04-10 20:36:26.233 [flink-pekko.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Un-registering task and sending final execution state FINISHED to JobManager for task Split Reader: Custom File Source -> Flat Map (5/8)#0 a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_4_0.
2025-04-10 20:36:26.234 [Split Reader: Custom File Source -> Flat Map (6/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Split Reader: Custom File Source -> Flat Map (6/8)#0 (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_5_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.234 [Split Reader: Custom File Source -> Flat Map (6/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Freeing task resources for Split Reader: Custom File Source -> Flat Map (6/8)#0 (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_5_0).
2025-04-10 20:36:26.234 [flink-pekko.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Split Reader: Custom File Source -> Flat Map (5/8) (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_4_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.234 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Un-registering task and sending final execution state FINISHED to JobManager for task Split Reader: Custom File Source -> Flat Map (6/8)#0 a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_5_0.
2025-04-10 20:36:26.235 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Split Reader: Custom File Source -> Flat Map (6/8) (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_5_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.235 [Split Reader: Custom File Source -> Flat Map (2/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Split Reader: Custom File Source -> Flat Map (2/8)#0 (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_1_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.235 [Split Reader: Custom File Source -> Flat Map (2/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Freeing task resources for Split Reader: Custom File Source -> Flat Map (2/8)#0 (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_1_0).
2025-04-10 20:36:26.236 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Un-registering task and sending final execution state FINISHED to JobManager for task Split Reader: Custom File Source -> Flat Map (2/8)#0 a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_1_0.
2025-04-10 20:36:26.236 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Split Reader: Custom File Source -> Flat Map (2/8) (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_1_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.237 [Split Reader: Custom File Source -> Flat Map (1/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Split Reader: Custom File Source -> Flat Map (1/8)#0 (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_0_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.237 [Split Reader: Custom File Source -> Flat Map (1/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Freeing task resources for Split Reader: Custom File Source -> Flat Map (1/8)#0 (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_0_0).
2025-04-10 20:36:26.238 [Split Reader: Custom File Source -> Flat Map (8/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Split Reader: Custom File Source -> Flat Map (8/8)#0 (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_7_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.238 [Split Reader: Custom File Source -> Flat Map (8/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Freeing task resources for Split Reader: Custom File Source -> Flat Map (8/8)#0 (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_7_0).
2025-04-10 20:36:26.239 [Keyed Aggregation -> Sink: Print to Std. Out (8/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Keyed Aggregation -> Sink: Print to Std. Out (8/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_7_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.239 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Un-registering task and sending final execution state FINISHED to JobManager for task Split Reader: Custom File Source -> Flat Map (1/8)#0 a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_0_0.
2025-04-10 20:36:26.239 [Keyed Aggregation -> Sink: Print to Std. Out (8/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Freeing task resources for Keyed Aggregation -> Sink: Print to Std. Out (8/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_7_0).
2025-04-10 20:36:26.239 [Keyed Aggregation -> Sink: Print to Std. Out (2/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Keyed Aggregation -> Sink: Print to Std. Out (2/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_1_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.239 [Keyed Aggregation -> Sink: Print to Std. Out (2/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Freeing task resources for Keyed Aggregation -> Sink: Print to Std. Out (2/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_1_0).
2025-04-10 20:36:26.240 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Un-registering task and sending final execution state FINISHED to JobManager for task Split Reader: Custom File Source -> Flat Map (8/8)#0 a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_7_0.
2025-04-10 20:36:26.240 [Keyed Aggregation -> Sink: Print to Std. Out (1/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Keyed Aggregation -> Sink: Print to Std. Out (1/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_0_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.240 [Keyed Aggregation -> Sink: Print to Std. Out (1/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Freeing task resources for Keyed Aggregation -> Sink: Print to Std. Out (1/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_0_0).
2025-04-10 20:36:26.239 [Keyed Aggregation -> Sink: Print to Std. Out (7/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Keyed Aggregation -> Sink: Print to Std. Out (7/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_6_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.240 [Keyed Aggregation -> Sink: Print to Std. Out (7/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Freeing task resources for Keyed Aggregation -> Sink: Print to Std. Out (7/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_6_0).
2025-04-10 20:36:26.240 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Un-registering task and sending final execution state FINISHED to JobManager for task Keyed Aggregation -> Sink: Print to Std. Out (8/8)#0 a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_7_0.
2025-04-10 20:36:26.240 [Keyed Aggregation -> Sink: Print to Std. Out (4/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Keyed Aggregation -> Sink: Print to Std. Out (4/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_3_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.240 [Keyed Aggregation -> Sink: Print to Std. Out (4/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Freeing task resources for Keyed Aggregation -> Sink: Print to Std. Out (4/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_3_0).
2025-04-10 20:36:26.241 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Un-registering task and sending final execution state FINISHED to JobManager for task Keyed Aggregation -> Sink: Print to Std. Out (2/8)#0 a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_1_0.
2025-04-10 20:36:26.241 [Keyed Aggregation -> Sink: Print to Std. Out (6/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Keyed Aggregation -> Sink: Print to Std. Out (6/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_5_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.241 [Keyed Aggregation -> Sink: Print to Std. Out (6/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Freeing task resources for Keyed Aggregation -> Sink: Print to Std. Out (6/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_5_0).
2025-04-10 20:36:26.241 [Keyed Aggregation -> Sink: Print to Std. Out (5/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Keyed Aggregation -> Sink: Print to Std. Out (5/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_4_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.241 [Keyed Aggregation -> Sink: Print to Std. Out (5/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Freeing task resources for Keyed Aggregation -> Sink: Print to Std. Out (5/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_4_0).
2025-04-10 20:36:26.242 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Un-registering task and sending final execution state FINISHED to JobManager for task Keyed Aggregation -> Sink: Print to Std. Out (1/8)#0 a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_0_0.
2025-04-10 20:36:26.242 [Keyed Aggregation -> Sink: Print to Std. Out (3/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Keyed Aggregation -> Sink: Print to Std. Out (3/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_2_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.242 [Keyed Aggregation -> Sink: Print to Std. Out (3/8)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Freeing task resources for Keyed Aggregation -> Sink: Print to Std. Out (3/8)#0 (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_2_0).
2025-04-10 20:36:26.242 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Un-registering task and sending final execution state FINISHED to JobManager for task Keyed Aggregation -> Sink: Print to Std. Out (7/8)#0 a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_6_0.
2025-04-10 20:36:26.242 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Split Reader: Custom File Source -> Flat Map (1/8) (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_0_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.243 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Un-registering task and sending final execution state FINISHED to JobManager for task Keyed Aggregation -> Sink: Print to Std. Out (4/8)#0 a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_3_0.
2025-04-10 20:36:26.243 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Un-registering task and sending final execution state FINISHED to JobManager for task Keyed Aggregation -> Sink: Print to Std. Out (6/8)#0 a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_5_0.
2025-04-10 20:36:26.243 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Split Reader: Custom File Source -> Flat Map (8/8) (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_7_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.243 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Un-registering task and sending final execution state FINISHED to JobManager for task Keyed Aggregation -> Sink: Print to Std. Out (5/8)#0 a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_4_0.
2025-04-10 20:36:26.244 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Keyed Aggregation -> Sink: Print to Std. Out (8/8) (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_7_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.244 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Un-registering task and sending final execution state FINISHED to JobManager for task Keyed Aggregation -> Sink: Print to Std. Out (3/8)#0 a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_2_0.
2025-04-10 20:36:26.246 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.resourcemanager.slotmanager.FineGrainedSlotManager - Received resource requirements from job 2aa55af6f72ead2bf392306c58bef5b4: [ResourceRequirement{resourceProfile=ResourceProfile{UNKNOWN}, numberOfRequiredSlots=7}]
2025-04-10 20:36:26.246 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Keyed Aggregation -> Sink: Print to Std. Out (2/8) (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_1_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.248 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Keyed Aggregation -> Sink: Print to Std. Out (1/8) (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_0_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.249 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.resourcemanager.slotmanager.FineGrainedSlotManager - Received resource requirements from job 2aa55af6f72ead2bf392306c58bef5b4: [ResourceRequirement{resourceProfile=ResourceProfile{UNKNOWN}, numberOfRequiredSlots=6}]
2025-04-10 20:36:26.249 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.resourcemanager.slotmanager.FineGrainedSlotManager - Received resource requirements from job 2aa55af6f72ead2bf392306c58bef5b4: [ResourceRequirement{resourceProfile=ResourceProfile{UNKNOWN}, numberOfRequiredSlots=5}]
2025-04-10 20:36:26.249 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Keyed Aggregation -> Sink: Print to Std. Out (7/8) (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_6_0) switched from RUNNING to FINISHED.
2025-04-10 20:36:26.250 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.resourcemanager.slotmanager.FineGrainedSlotManager - Received resource requirements from job 2aa55af6f72ead2bf392306c58bef5b4: [ResourceRequirement{resourceProfile=ResourceProfile{UNKNOWN}, numberOfRequiredSlots=4}]
